compx,compy,compz,accelx,accely,accelz,gyrox,gyroy,gyroz,temp,baro,timestamp
0.436000,0.070900,0.226000,-0.166000,0.063000,-9.716000,-0.010875,0.006570,0.004781,30.200000,84.004000,1559172040.339765
0.436000,0.067400,0.221900,-0.148000,0.025000,-9.757000,-0.013332,0.001874,0.002985,30.200000,84.004000,1559172040.446826
0.435000,0.069700,0.223400,-0.131000,0.006000,-9.683000,0.001220,-0.001804,0.001445,30.200000,84.004000,1559172040.540078
0.432800,0.070900,0.224800,-0.151000,0.013000,-9.694000,0.002929,-0.002355,0.001723,30.200000,83.991000,1559172040.647201
0.435000,0.069700,0.223400,-0.171000,0.035000,-9.719000,0.000870,-0.002061,0.001592,30.200000,84.004000,1559172040.740451
0.435000,0.072000,0.224700,-0.148000,0.046000,-9.616000,-0.000999,-0.002226,0.003412,30.200000,83.991000,1559172040.847573
0.437100,0.068600,0.223200,-0.192000,0.011000,-9.705000,0.003753,-0.003336,0.002432,30.200000,84.004000,1559172040.940826
0.434900,0.072000,0.222000,-0.146000,0.062000,-9.605000,-0.004295,-0.001616,0.004142,30.200000,84.004000,1559172041.047950
0.436000,0.068600,0.223300,-0.152000,0.015000,-9.677000,0.011904,-0.006443,0.000189,30.200000,83.991000,1559172041.140011
0.436000,0.068600,0.221900,-0.194000,0.051000,-9.700000,0.005475,-0.004340,0.001295,30.200000,83.991000,1559172041.247076
0.433900,0.073100,0.222100,-0.163000,0.054000,-9.654000,-0.003671,-0.002720,0.002521,30.200000,83.994000,1559172041.339078
0.435000,0.069700,0.226100,-0.167000,0.063000,-9.703000,-0.003219,-0.000007,0.003160,30.200000,83.991000,1559172041.446196
0.436000,0.069700,0.223300,-0.163000,0.038000,-9.710000,0.002626,-0.001776,0.003109,30.200000,83.991000,1559172041.540699
0.436000,0.070900,0.226000,-0.194000,0.027000,-9.676000,0.001723,-0.003063,0.002148,30.300000,84.004000,1559172041.647883
0.437100,0.066300,0.225900,-0.159000,0.029000,-9.661000,-0.000370,-0.002937,0.003493,30.300000,84.004000,1559172041.739871
0.434900,0.072000,0.223400,-0.162000,0.022000,-9.681000,-0.000274,-0.001605,0.002988,30.300000,83.994000,1559172041.846953
0.436000,0.070900,0.223300,-0.137000,0.045000,-9.700000,0.000699,-0.001902,0.002044,30.300000,83.994000,1559172041.939051
0.433900,0.069700,0.226100,-0.131000,0.043000,-9.708000,0.000775,-0.001862,0.001619,30.300000,83.994000,1559172042.046072
0.436000,0.070900,0.223300,-0.149000,0.012000,-9.695000,0.000977,-0.001088,0.003125,30.300000,84.007000,1559172042.139330
0.434900,0.072000,0.222000,-0.178000,0.050000,-9.688000,0.001973,-0.000334,0.002988,30.300000,84.007000,1559172042.247699
0.437100,0.069700,0.227300,-0.154000,0.025000,-9.713000,0.003202,-0.001825,0.002484,30.300000,84.007000,1559172042.340949
0.435000,0.070900,0.223400,-0.167000,0.035000,-9.658000,0.001688,-0.002398,0.001314,30.300000,83.994000,1559172042.448071
0.436000,0.070900,0.224700,-0.161000,0.044000,-9.690000,0.001649,-0.002982,0.001680,30.300000,83.994000,1559172042.538823
0.436000,0.072000,0.227400,-0.164000,0.043000,-9.706000,0.000673,-0.002930,0.001792,30.300000,84.004000,1559172042.645949
0.435000,0.070900,0.224700,-0.159000,0.020000,-9.665000,0.000074,-0.002102,0.001986,30.300000,83.991000,1559172042.739282
0.432800,0.070900,0.220800,-0.164000,0.032000,-9.692000,0.000456,-0.001317,0.002469,30.300000,84.007000,1559172042.846418
0.433900,0.070900,0.222100,-0.186000,0.035000,-9.668000,0.000129,-0.001432,0.002421,30.300000,84.007000,1559172042.939631
0.432800,0.069700,0.223500,-0.175000,0.016000,-9.697000,0.000202,-0.000606,0.001472,30.300000,84.007000,1559172043.046696
0.435000,0.072000,0.226100,-0.155000,0.041000,-9.672000,0.000566,-0.000990,0.003321,30.300000,83.994000,1559172043.140043
0.436000,0.073100,0.224700,-0.187000,0.016000,-9.721000,0.000380,-0.001506,0.002350,30.300000,83.998000,1559172043.247078
0.432800,0.068600,0.223500,-0.169000,0.022000,-9.726000,0.001059,-0.000503,0.002363,30.300000,83.981000,1559172043.340324
0.435000,0.069700,0.222000,-0.160000,0.031000,-9.712000,-0.000076,-0.000526,0.002052,30.300000,84.007000,1559172043.446193
0.436000,0.072000,0.224700,-0.164000,0.023000,-9.670000,0.000160,-0.001818,0.001992,30.300000,83.994000,1559172043.540696
0.433900,0.072000,0.223400,-0.171000,0.017000,-9.676000,0.000007,-0.003069,0.002270,30.300000,83.994000,1559172043.647824
0.435000,0.068600,0.222000,-0.169000,0.032000,-9.673000,0.001340,-0.002126,0.002118,30.300000,83.994000,1559172043.739879
0.432800,0.069700,0.224800,-0.189000,0.038000,-9.669000,0.001858,-0.002698,0.002324,30.300000,84.007000,1559172043.845695
0.435000,0.068600,0.226100,-0.157000,0.035000,-9.697000,0.001466,-0.003270,0.003147,30.300000,83.994000,1559172043.940197
0.433900,0.070900,0.226100,-0.147000,0.039000,-9.671000,0.001238,-0.002191,0.001405,30.300000,84.007000,1559172044.047319
0.436100,0.067400,0.226000,-0.187000,0.030000,-9.684000,0.001109,-0.001664,0.002262,30.300000,83.998000,1559172044.139325
